title,score,concept,ShownAT,ImageURL
['Caravaggio. Portret van Alof de Wignacourt'],17.154642,"['Portraiture', 'Education', 'Slides', 'Portrait', 'Art history', 'Painting']",['https://api.europeana.eu/api/xbXXa4oQZ/redirect?shownAt=https%3A%2F%2Fservices.libis.be%2Fv0%2Fprimo%2Fquery_builder%3Fquery%3Dsys%3ALBS01009112183&provider=Photoconsortium&id=https%3A%2F%2Fwww.europeana.eu%2Fresolve%2Frecord%2F2024903%2Fphotography_ProvidedCHO_KU_Leuven_009112183&profile=standard'],['https://api.europeana.eu/api/v2/thumbnail-by-url.json?uri=http%3A%2F%2Fresolver.libis.be%2F2222902%2Fstream&type=IMAGE']
"['The Betrayal of Judas', ""Judas' forræderi""]",17.154642,['Painting'],n/a,['https://api.europeana.eu/api/v2/thumbnail-by-url.json?uri=http%3A%2F%2Fcspic.smk.dk%2Fglobus%2F30423253%2Fimg0184.jpg&type=IMAGE']
['Caravaggio. Apostel Mattheüs en de engel'],17.102678,"['Religious art', 'Education', 'Slides', 'Art history', 'Painting']",['https://api.europeana.eu/api/xbXXa4oQZ/redirect?shownAt=https%3A%2F%2Fservices.libis.be%2Fv0%2Fprimo%2Fquery_builder%3Fquery%3Dsys%3ALBS01009112130&provider=Photoconsortium&id=https%3A%2F%2Fwww.europeana.eu%2Fresolve%2Frecord%2F2024903%2Fphotography_ProvidedCHO_KU_Leuven_009112130&profile=standard'],['https://api.europeana.eu/api/v2/thumbnail-by-url.json?uri=http%3A%2F%2Fresolver.libis.be%2F2222866%2Fstream&type=IMAGE']
['Caravaggio. De dood van Maria'],17.102678,"['Religious art', 'Education', 'Slides', 'Art history', 'Painting']",['https://api.europeana.eu/api/xbXXa4oQZ/redirect?shownAt=https%3A%2F%2Fservices.libis.be%2Fv0%2Fprimo%2Fquery_builder%3Fquery%3Dsys%3ALBS01009118632&provider=Photoconsortium&id=https%3A%2F%2Fwww.europeana.eu%2Fresolve%2Frecord%2F2024903%2Fphotography_ProvidedCHO_KU_Leuven_009118632&profile=standard'],['https://api.europeana.eu/api/v2/thumbnail-by-url.json?uri=http%3A%2F%2Fresolver.libis.be%2F2223334%2Fstream&type=IMAGE']
['Caravaggio. Apostel Mattheüs en de engel'],17.102678,"['Religious art', 'Education', 'Slides', 'Art history', 'Painting']",['https://api.europeana.eu/api/xbXXa4oQZ/redirect?shownAt=https%3A%2F%2Fservices.libis.be%2Fv0%2Fprimo%2Fquery_builder%3Fquery%3Dsys%3ALBS01009112127&provider=Photoconsortium&id=https%3A%2F%2Fwww.europeana.eu%2Fresolve%2Frecord%2F2024903%2Fphotography_ProvidedCHO_KU_Leuven_009112127&profile=standard'],['https://api.europeana.eu/api/v2/thumbnail-by-url.json?uri=http%3A%2F%2Fresolver.libis.be%2F2222862%2Fstream&type=IMAGE']
['Caravaggio. Sint-Catharina van Alexandrië'],17.102678,"['Religious art', 'Education', 'Slides', 'Art history', 'Painting']",['https://api.europeana.eu/api/xbXXa4oQZ/redirect?shownAt=https%3A%2F%2Fservices.libis.be%2Fv0%2Fprimo%2Fquery_builder%3Fquery%3Dsys%3ALBS01009112055&provider=Photoconsortium&id=https%3A%2F%2Fwww.europeana.eu%2Fresolve%2Frecord%2F2024903%2Fphotography_ProvidedCHO_KU_Leuven_009112055&profile=standard'],['https://api.europeana.eu/api/v2/thumbnail-by-url.json?uri=http%3A%2F%2Fresolver.libis.be%2F2222818%2Fstream&type=IMAGE']
['Caravaggio. Madonna del Rosario'],17.102678,"['Religious art', 'Education', 'Slides', 'Art history', 'Painting']",['https://api.europeana.eu/api/xbXXa4oQZ/redirect?shownAt=https%3A%2F%2Fservices.libis.be%2Fv0%2Fprimo%2Fquery_builder%3Fquery%3Dsys%3ALBS01009112179&provider=Photoconsortium&id=https%3A%2F%2Fwww.europeana.eu%2Fresolve%2Frecord%2F2024903%2Fphotography_ProvidedCHO_KU_Leuven_009112179&profile=standard'],['https://api.europeana.eu/api/v2/thumbnail-by-url.json?uri=http%3A%2F%2Fresolver.libis.be%2F2222898%2Fstream&type=IMAGE']
['Anoniem. Caravaggio (naar). Heilige Hieronymus'],17.102678,"['Religious art', 'Education', 'Slides', 'Art history', 'Painting']",['https://api.europeana.eu/api/xbXXa4oQZ/redirect?shownAt=https%3A%2F%2Fservices.libis.be%2Fv0%2Fprimo%2Fquery_builder%3Fquery%3Dsys%3ALBS01008892933&provider=Photoconsortium&id=https%3A%2F%2Fwww.europeana.eu%2Fresolve%2Frecord%2F2024903%2Fphotography_ProvidedCHO_KU_Leuven_008892933&profile=standard'],['https://api.europeana.eu/api/v2/thumbnail-by-url.json?uri=http%3A%2F%2Fresolver.libis.be%2F1965708%2Fstream&type=IMAGE']
['Butin de guerre avec deux prisonniers (gaulois ?)'],14.670004,['Drawing'],['https://api.europeana.eu/api/xbXXa4oQZ/redirect?shownAt=http%3A%2F%2Fbalat.kikirpa.be%2Fobject%2F10130932&provider=AthenaPlus&id=https%3A%2F%2Fwww.europeana.eu%2Fresolve%2Frecord%2F2048001%2FAthena_Plus_ProvidedCHO_KIK_IRPA__Brussels__Belgium__AP_10285970&profile=standard'],['https://api.europeana.eu/api/v2/thumbnail-by-url.json?uri=http%3A%2F%2Fbalat.kikirpa.be%2Fimage%2Fthumbnail%2FA117523.jpg&type=IMAGE']
['Saint Catherine of Alexandria'],14.526484,"['Art', 'Painting']",['https://api.europeana.eu/api/xbXXa4oQZ/redirect?shownAt=http%3A%2F%2Fwww.museothyssen.org%2Fapp%2Fapieuropeana%2Fpermurl.php%3Fcode%3DMTB-FO-1934.37&provider=Thyssen-Bornemisza+Museum&id=https%3A%2F%2Fwww.europeana.eu%2Fresolve%2Frecord%2F2058501%2FMTB_AW_1934_37&profile=standard'],['https://api.europeana.eu/api/v2/thumbnail-by-url.json?uri=http%3A%2F%2Fwww.museothyssen.org%2Fapp%2Fapieuropeana%2Fpermurl.php%3Fcode%3DMTB-IOM-1934.37&type=IMAGE']
"['Den botfärdiga Magdalena', 'The Penitent Magdalen']",13.610178,"['Visual arts', 'Visual Works (hierarchy name)', 'paintings (visual works)']",['https://api.europeana.eu/api/xbXXa4oQZ/redirect?shownAt=http%3A%2F%2Fcollection.nationalmuseum.se%2FeMuseumPlus%3Fservice%3DExternalInterface%26module%3Dcollection%26objectId%3D17323%26viewType%3DdetailView&provider=Museu&id=https%3A%2F%2Fwww.europeana.eu%2Fresolve%2Frecord%2F2064116%2FMuseu_ProvidedCHO_Nationalmuseum__Sweden_17323&profile=standard'],['https://api.europeana.eu/api/v2/thumbnail-by-url.json?uri=http%3A%2F%2Fnationalmuseumse.iiifhosting.com%2Fiiif%2F145ffbbfe05c4745fce768125d96eb64a0b2e310a4ca070d54d620aec7ca98d2%2Ffull%2Ffull%2F0%2Fdefault.jpg&type=IMAGE']
['Virgen de Loreto o de los peregrinos - Cuadro'],13.27287,['Painting'],['https://api.europeana.eu/api/xbXXa4oQZ/redirect?shownAt=http%3A%2F%2Fceres.mcu.es%2Fpages%2FMain%3Fidt%3D132601%26inventary%3D08475%26table%3DFMUS%26museum%3DMLGM&provider=Hispana&id=https%3A%2F%2Fwww.europeana.eu%2Fresolve%2Frecord%2F2022703%2Foai_euromuseos_mcu_es_euromuseos_MLGM_08475&profile=standard'],['https://api.europeana.eu/api/v2/thumbnail-by-url.json?uri=http%3A%2F%2Fceres.mcu.es%2Fpages%2FViewer%3Fraw%3Dy%26accion%3D42%26AMuseo%3DMLGM%26img%3D%2FMLGM%2Ffondos_pre%2FMLGMF08475_P.JPG%26Ninv%3D08475&type=IMAGE']
"[""Saint Jean, la Vierge et l'Enfant""]",13.27287,['Oil painting'],['https://api.europeana.eu/api/xbXXa4oQZ/redirect?shownAt=http%3A%2F%2Fbalat.kikirpa.be%2Fobject%2F10128836&provider=AthenaPlus&id=https%3A%2F%2Fwww.europeana.eu%2Fresolve%2Frecord%2F2048001%2FAthena_Plus_ProvidedCHO_KIK_IRPA__Brussels__Belgium__AP_10283905&profile=standard'],['https://api.europeana.eu/api/v2/thumbnail-by-url.json?uri=http%3A%2F%2Fbalat.kikirpa.be%2Fimage%2Fthumbnail%2FB162314.jpg&type=IMAGE']
"[""Saint François d'Assise en extase""]",13.27287,n/a,['https://api.europeana.eu/api/xbXXa4oQZ/redirect?shownAt=http%3A%2F%2Fbalat.kikirpa.be%2Fobject%2F10123840&provider=AthenaPlus&id=https%3A%2F%2Fwww.europeana.eu%2Fresolve%2Frecord%2F2048001%2FAthena_Plus_ProvidedCHO_KIK_IRPA__Brussels__Belgium__AP_10279094&profile=standard'],['https://api.europeana.eu/api/v2/thumbnail-by-url.json?uri=http%3A%2F%2Fbalat.kikirpa.be%2Fimage%2Fthumbnail%2FB170407.jpg&type=IMAGE']
['Der Zahnzieher'],13.100529,['Painting'],['https://api.europeana.eu/api/xbXXa4oQZ/redirect?shownAt=http%3A%2F%2Fwww.deutschefotothek.de%2Fobj30134785.html&provider=Deutsche+Digitale+Bibliothek&id=https%3A%2F%2Fwww.europeana.eu%2Fresolve%2Frecord%2F2048416%2Fitem_WGLGHEEQOFZ7BAPOBFAFGQCNFRGEQ6OC&profile=standard'],['https://api.europeana.eu/api/v2/thumbnail-by-url.json?uri=http%3A%2F%2Ffotothek.slub-dresden.de%2Ffotos%2Fdf%2Fhauptkatalog%2F0260000%2Fdf_hauptkatalog_0260622.jpg&type=IMAGE']
['Der ungläubige Thomas'],13.100529,['Painting'],['https://api.europeana.eu/api/xbXXa4oQZ/redirect?shownAt=http%3A%2F%2Fwww.deutschefotothek.de%2Fobj33104040.html&provider=Deutsche+Digitale+Bibliothek&id=https%3A%2F%2Fwww.europeana.eu%2Fresolve%2Frecord%2F2048419%2Fitem_RKOX75NCRC2GW7DCFDRL4STLYBEB5I66&profile=standard'],['https://api.europeana.eu/api/v2/thumbnail-by-url.json?uri=http%3A%2F%2Ffotothek.slub-dresden.de%2Ffotos%2Fdf%2Fhauptkatalog%2F0156000%2Fdf_hauptkatalog_0156399.jpg&type=IMAGE']
['Die Wahrsagerin'],13.100529,['Painting'],['https://api.europeana.eu/api/xbXXa4oQZ/redirect?shownAt=http%3A%2F%2Fwww.deutschefotothek.de%2Fobj32000242.html&provider=Deutsche+Digitale+Bibliothek&id=https%3A%2F%2Fwww.europeana.eu%2Fresolve%2Frecord%2F2048410%2Fitem_GLEOSPKHOZ6TFJQY75TVAXA2LIO33QFN&profile=standard'],['https://api.europeana.eu/api/v2/thumbnail-by-url.json?uri=http%3A%2F%2Ffotothek.slub-dresden.de%2Ffotos%2Fdf%2Fhauptkatalog%2F0257000%2Fdf_hauptkatalog_0257411.jpg&type=IMAGE']
['La Cena in Emmaus'],13.100529,n/a,['https://api.europeana.eu/api/xbXXa4oQZ/redirect?shownAt=http%3A%2F%2Fwww.culturaitalia.it%2Fopencms%2FviewItem.jsp%3Flanguage%3Den%26case%3D%26id%3Doai%253Aculturaitalia.it%253Amuseiditalia-work_28824&provider=AthenaPlus&id=https%3A%2F%2Fwww.europeana.eu%2Fresolve%2Frecord%2F2048011%2Fwork_28824&profile=standard'],['https://api.europeana.eu/api/v2/thumbnail-by-url.json?uri=http%3A%2F%2F194.242.241.163%2Ffedora%2Fobjects%2Fwork%3A28824%2Fdatastreams%2FMM93608%2Fcontent&type=IMAGE']
['David vencedor de Goliat'],13.057054,"['Religion', 'Painting']",['https://api.europeana.eu/api/xbXXa4oQZ/redirect?shownAt=https%3A%2F%2Fwww.museodelprado.es%2Fcoleccion%2Fgaleria-on-line%2Fgaleria-on-line%2Fobra%2Fdavid-vencedor-de-goliath%2F&provider=Museo+Nacional+del+Prado&id=https%3A%2F%2Fwww.europeana.eu%2Fresolve%2Frecord%2F2059101%2FMP_P00065&profile=standard'],['https://api.europeana.eu/api/v2/thumbnail-by-url.json?uri=https%3A%2F%2Fwww.museodelprado.es%2Fuploads%2Ftx_gbobras%2FP00065.jpg&type=IMAGE']
"[""Planche 23 : 'Descente de croix' d'après Le Caravage Album de 55 planches. Etudes d'après des maîtres anciens - Italie""]",12.365455,['Oil painting'],['https://api.europeana.eu/api/xbXXa4oQZ/redirect?shownAt=http%3A%2F%2Fbalat.kikirpa.be%2Fobject%2F20036216&provider=AthenaPlus&id=https%3A%2F%2Fwww.europeana.eu%2Fresolve%2Frecord%2F2048001%2FAthena_Plus_ProvidedCHO_KIK_IRPA__Brussels__Belgium__AP_10345507&profile=standard'],['https://api.europeana.eu/api/v2/thumbnail-by-url.json?uri=http%3A%2F%2Fbalat.kikirpa.be%2Fimage%2Fthumbnail%2FB234019.jpg&type=IMAGE']
['Beheading of St John the Baptist'],12.207652,"['<paintings by form>', 'Bible stories', 'Early Baroque', 'oil paint (paint)', 'canvas (textile material)']",['https://api.europeana.eu/api/xbXXa4oQZ/redirect?shownAt=http%3A%2F%2Fwww.stjohnscocathedral.com%2Fcaravaggio%2Fthe-beheading-of-saint-john-the-baptist.html&provider=Europeana+280&id=https%3A%2F%2Fwww.europeana.eu%2Fresolve%2Frecord%2F2063617%2FMAL_280_001&profile=standard'],['https://api.europeana.eu/api/v2/thumbnail-by-url.json?uri=https%3A%2F%2Fwww.dropbox.com%2Fs%2Fwfmzc6rhk1pmes8%2FMALTA_01%2520Caravaggio%2520-%2520St%2520John.jpg%3Fraw%3D1&type=IMAGE']
['St Jerome '],12.153558,"['<paintings by form>', 'Bible stories', 'fine arts (discipline)', 'Early Baroque', 'oil paint (paint)', 'canvas (textile material)']",['https://api.europeana.eu/api/xbXXa4oQZ/redirect?shownAt=http%3A%2F%2Fwww.stjohnscocathedral.com%2Fcaravaggio%2Fsaint-jerome-writing.html&provider=Europeana+280&id=https%3A%2F%2Fwww.europeana.eu%2Fresolve%2Frecord%2F2063617%2FMAL_280_002&profile=standard'],['https://api.europeana.eu/api/v2/thumbnail-by-url.json?uri=https%3A%2F%2Fwww.dropbox.com%2Fs%2Fsy3fnoph5jdk4r8%2FMALTA_02%2520Caravggio%2520-%2520StJerome.tif%3Fraw%3D1&type=IMAGE']
['Trișorii (în registrul inventar: Jucătorii de cărți)'],11.521656,['Painting'],['https://api.europeana.eu/api/xbXXa4oQZ/redirect?shownAt=http%3A%2F%2Fclasate.cimec.ro%2Fdetaliu.asp%3Fk%3DB46471D7D2FD42F9B4325D0082A2CC43&provider=AthenaPlus&id=https%3A%2F%2Fwww.europeana.eu%2Fresolve%2Frecord%2F2048047%2FAthena_Plus_ProvidedCHO_Institutul_Na_ional_al_Patrimoniului_B46471D7D2FD42F9B4325D0082A2CC43&profile=standard'],['https://api.europeana.eu/api/v2/thumbnail-by-url.json?uri=http%3A%2F%2Fclasate.cimec.ro%2Fmedium%2FARP_6966500_1131-1.jpg&type=IMAGE']
['Verleugnung Petri'],11.463639,"['panel paintings (paintings by form)', 'paintings (visual works)']",['https://api.europeana.eu/api/xbXXa4oQZ/redirect?shownAt=http%3A%2F%2Fwww.bildindex.de%2Fdokumente%2Fhtml%2Fobj20091747&provider=Museu&id=https%3A%2F%2Fwww.europeana.eu%2Fresolve%2Frecord%2F2064137%2FMuseu_ProvidedCHO_Bildarchiv_Foto_Marburg_obj20091747&profile=standard'],['https://api.europeana.eu/api/v2/thumbnail-by-url.json?uri=http%3A%2F%2Fwww.bildindex.de%2Fbilder%2Fd%2Ffm1212971&type=IMAGE']
['Resurrezione di Lazaro'],11.463639,"['panel paintings (paintings by form)', 'oil paint (paint)', 'paintings (visual works)']",['https://api.europeana.eu/api/xbXXa4oQZ/redirect?shownAt=http%3A%2F%2Fwww.bildindex.de%2Fdokumente%2Fhtml%2Fobj99156658&provider=Museu&id=https%3A%2F%2Fwww.europeana.eu%2Fresolve%2Frecord%2F2064137%2FMuseu_ProvidedCHO_Bildarchiv_Foto_Marburg_obj99156658&profile=standard'],['https://api.europeana.eu/api/v2/thumbnail-by-url.json?uri=http%3A%2F%2Fwww.bildindex.de%2Fbilder%2Fd%2Ffm657861&type=IMAGE']
"['Leichnam Christi, betrauert']",11.463639,"['panel paintings (paintings by form)', 'paintings (visual works)']",['https://api.europeana.eu/api/xbXXa4oQZ/redirect?shownAt=http%3A%2F%2Fwww.bildindex.de%2Fdokumente%2Fhtml%2Fobj00020576&provider=Museu&id=https%3A%2F%2Fwww.europeana.eu%2Fresolve%2Frecord%2F2064137%2FMuseu_ProvidedCHO_Bildarchiv_Foto_Marburg_obj00020576&profile=standard'],['https://api.europeana.eu/api/v2/thumbnail-by-url.json?uri=http%3A%2F%2Fwww.bildindex.de%2Fbilder%2Fd%2Fmi03952d05&type=IMAGE']
['Grablegung Christi'],11.463639,"['panel paintings (paintings by form)', 'paintings (visual works)']",['https://api.europeana.eu/api/xbXXa4oQZ/redirect?shownAt=http%3A%2F%2Fwww.bildindex.de%2Fdokumente%2Fhtml%2Fobj20222694&provider=Museu&id=https%3A%2F%2Fwww.europeana.eu%2Fresolve%2Frecord%2F2064137%2FMuseu_ProvidedCHO_Bildarchiv_Foto_Marburg_obj20222694&profile=standard'],['https://api.europeana.eu/api/v2/thumbnail-by-url.json?uri=http%3A%2F%2Fwww.bildindex.de%2Fbilder%2Fd%2Ffm652069&type=IMAGE']
['Die Anbetung der Hirten mit den Heiligen Franziskus und Lorenz'],11.463639,"['panel paintings (paintings by form)', 'adoration of the Christ-child by the shepherds, without Joseph and Mary', 'paintings (visual works)']",['https://api.europeana.eu/api/xbXXa4oQZ/redirect?shownAt=http%3A%2F%2Fwww.bildindex.de%2Fdokumente%2Fhtml%2Fobj00157315&provider=Museu&id=https%3A%2F%2Fwww.europeana.eu%2Fresolve%2Frecord%2F2064137%2FMuseu_ProvidedCHO_Bildarchiv_Foto_Marburg_obj00157315&profile=standard'],['https://api.europeana.eu/api/v2/thumbnail-by-url.json?uri=http%3A%2F%2Fwww.bildindex.de%2Fbilder%2Fd%2Ffm1212959&type=IMAGE']
['Die Kreuzigung Petri'],11.463639,"['panel paintings (paintings by form)', 'oil paint (paint)', 'paintings (visual works)']",['https://api.europeana.eu/api/xbXXa4oQZ/redirect?shownAt=http%3A%2F%2Fwww.bildindex.de%2Fdokumente%2Fhtml%2Fobj99158529&provider=Museu&id=https%3A%2F%2Fwww.europeana.eu%2Fresolve%2Frecord%2F2064137%2FMuseu_ProvidedCHO_Bildarchiv_Foto_Marburg_obj99158529&profile=standard'],['https://api.europeana.eu/api/v2/thumbnail-by-url.json?uri=http%3A%2F%2Fwww.bildindex.de%2Fbilder%2Fd%2Ffm657833&type=IMAGE']
['Geißelung Christi'],11.463639,"['panel paintings (paintings by form)', 'paintings (visual works)', 'flagellation by soldiers, Christ usually tied to a column (Matthew 27:26; Mark 15:15; John 19:1)', 'canvas (textile material)']",['https://api.europeana.eu/api/xbXXa4oQZ/redirect?shownAt=http%3A%2F%2Fwww.bildindex.de%2Fdokumente%2Fhtml%2Fobj20183097&provider=Museu&id=https%3A%2F%2Fwww.europeana.eu%2Fresolve%2Frecord%2F2064137%2FMuseu_ProvidedCHO_Bildarchiv_Foto_Marburg_obj20183097&profile=standard'],['https://api.europeana.eu/api/v2/thumbnail-by-url.json?uri=http%3A%2F%2Fwww.bildindex.de%2Fbilder%2Fd%2Ffm657850&type=IMAGE']
['Das Martyrium des heiligen Matthäus / Il Martirio di San Matteo'],11.463639,"['panel paintings (paintings by form)', 'paintings (visual works)', 'canvas (textile material)']",['https://api.europeana.eu/api/xbXXa4oQZ/redirect?shownAt=http%3A%2F%2Fwww.bildindex.de%2Fdokumente%2Fhtml%2Fobj99158489&provider=Museu&id=https%3A%2F%2Fwww.europeana.eu%2Fresolve%2Frecord%2F2064137%2FMuseu_ProvidedCHO_Bildarchiv_Foto_Marburg_obj99158489&profile=standard'],['https://api.europeana.eu/api/v2/thumbnail-by-url.json?uri=http%3A%2F%2Fwww.bildindex.de%2Fbilder%2Fd%2Ffm657820&type=IMAGE']
['Die sieben Werke der Barmherzigkeit'],11.463639,"['panel paintings (paintings by form)', 'oil paint (paint)', 'paintings (visual works)', 'the (seven) Acts of Mercy', 'canvas (textile material)']",['https://api.europeana.eu/api/xbXXa4oQZ/redirect?shownAt=http%3A%2F%2Fwww.bildindex.de%2Fdokumente%2Fhtml%2Fobj00262805&provider=Museu&id=https%3A%2F%2Fwww.europeana.eu%2Fresolve%2Frecord%2F2064137%2FMuseu_ProvidedCHO_Bildarchiv_Foto_Marburg_obj00262805&profile=standard'],['https://api.europeana.eu/api/v2/thumbnail-by-url.json?uri=http%3A%2F%2Fwww.bildindex.de%2Fbilder%2Fd%2Ffmc657848&type=IMAGE']
['Il riposo in Egitte'],11.463639,"['panel paintings (paintings by form)', 'oil paint (paint)', 'paintings (visual works)']",['https://api.europeana.eu/api/xbXXa4oQZ/redirect?shownAt=http%3A%2F%2Fwww.bildindex.de%2Fdokumente%2Fhtml%2Fobj20091633&provider=Museu&id=https%3A%2F%2Fwww.europeana.eu%2Fresolve%2Frecord%2F2064137%2FMuseu_ProvidedCHO_Bildarchiv_Foto_Marburg_obj20091633&profile=standard'],['https://api.europeana.eu/api/v2/thumbnail-by-url.json?uri=http%3A%2F%2Fwww.bildindex.de%2Fbilder%2Fd%2Fit00466g03&type=IMAGE']
['Mädchenbildnis'],11.463639,"['panel paintings (paintings by form)', 'paintings (visual works)']",['https://api.europeana.eu/api/xbXXa4oQZ/redirect?shownAt=http%3A%2F%2Fwww.bildindex.de%2Fdokumente%2Fhtml%2Fobj00003070&provider=Museu&id=https%3A%2F%2Fwww.europeana.eu%2Fresolve%2Frecord%2F2064137%2FMuseu_ProvidedCHO_Bildarchiv_Foto_Marburg_obj00003070&profile=standard'],['https://api.europeana.eu/api/v2/thumbnail-by-url.json?uri=http%3A%2F%2Fwww.bildindex.de%2Fbilder%2Fd%2Fmi00016g01&type=IMAGE']
"[""Der heilige Matthäus und der Engel / San Matteo e l'Angelo""]",11.463639,"['panel paintings (paintings by form)', 'oil paint (paint)', 'paintings (visual works)', 'canvas (textile material)']",['https://api.europeana.eu/api/xbXXa4oQZ/redirect?shownAt=http%3A%2F%2Fwww.bildindex.de%2Fdokumente%2Fhtml%2Fobj00158490&provider=Museu&id=https%3A%2F%2Fwww.europeana.eu%2Fresolve%2Frecord%2F2064137%2FMuseu_ProvidedCHO_Bildarchiv_Foto_Marburg_obj00158490&profile=standard'],['https://api.europeana.eu/api/v2/thumbnail-by-url.json?uri=http%3A%2F%2Fwww.bildindex.de%2Fbilder%2Fd%2Ffmc657823&type=IMAGE']
['Die Wahrsagerin'],11.463639,"['gipsy woman or gipsy handreading', 'panel paintings (paintings by form)', 'oil paint (paint)', 'paintings (visual works)']",['https://api.europeana.eu/api/xbXXa4oQZ/redirect?shownAt=http%3A%2F%2Fwww.bildindex.de%2Fdokumente%2Fhtml%2Fobj00076035&provider=Museu&id=https%3A%2F%2Fwww.europeana.eu%2Fresolve%2Frecord%2F2064137%2FMuseu_ProvidedCHO_Bildarchiv_Foto_Marburg_obj00076035&profile=standard'],['https://api.europeana.eu/api/v2/thumbnail-by-url.json?uri=http%3A%2F%2Fwww.bildindex.de%2Fbilder%2Fd%2Ffmc657810&type=IMAGE']
['Die sieben Werke der Barmherzigkeit'],11.463639,"['panel paintings (paintings by form)', 'oil paint (paint)', 'paintings (visual works)', 'the (seven) Acts of Mercy', 'canvas (textile material)']",['https://api.europeana.eu/api/xbXXa4oQZ/redirect?shownAt=http%3A%2F%2Fwww.bildindex.de%2Fdokumente%2Fhtml%2Fobj20193367&provider=Museu&id=https%3A%2F%2Fwww.europeana.eu%2Fresolve%2Frecord%2F2064137%2FMuseu_ProvidedCHO_Bildarchiv_Foto_Marburg_obj20193367&profile=standard'],['https://api.europeana.eu/api/v2/thumbnail-by-url.json?uri=http%3A%2F%2Fwww.bildindex.de%2Fbilder%2Fd%2Ffm657848&type=IMAGE']
